Instance,Algorithm,Run,Best,Worst,Avg,Std,pop_size,gen,Px,Pm,tournament,Elitism,cooling,innerLoop
a-n60-k9.vrp,ga,1,1512.0256,2211.9529,1794.4485,181.8126,200,69,0.9000,0.0500,10,10,0.0000,0
a-n60-k9.vrp,ga,1,1512.0256,2377.1011,1796.5638,175.1946,200,70,0.9000,0.0500,10,10,0.0000,0
a-n60-k9.vrp,ga,1,1512.0256,2315.4199,1774.3027,177.1223,200,71,0.9000,0.0500,10,10,0.0000,0
a-n60-k9.vrp,ga,1,1512.0256,2180.9868,1772.8983,175.0823,200,72,0.9000,0.0500,10,10,0.0000,0
a-n60-k9.vrp,ga,1,1512.0256,2154.1487,1779.1417,175.6577,200,73,0.9000,0.0500,10,10,0.0000,0
a-n60-k9.vrp,ga,1,1512.0256,2132.3018,1805.8727,185.5941,200,74,0.9000,0.0500,10,10,0.0000,0
a-n60-k9.vrp,ga,1,1512.0256,2269.7275,1804.2169,174.5625,200,75,0.9000,0.0500,10,10,0.0000,0
a-n60-k9.vrp,ga,1,1512.0256,2274.1003,1798.7289,176.8934,200,76,0.9000,0.0500,10,10,0.0000,0
a-n60-k9.vrp,ga,1,1512.0256,2187.9419,1803.1248,177.7964,200,77,0.9000,0.0500,10,10,0.0000,0
a-n60-k9.vrp,ga,1,1512.0256,2195.3506,1781.2590,179.1436,200,78,0.9000,0.0500,10,10,0.0000,0
a-n60-k9.vrp,ga,1,1512.0256,2299.3850,1796.8931,167.8453,200,79,0.9000,0.0500,10,10,0.0000,0
a-n60-k9.vrp,ga,1,1512.0256,2388.6348,1814.9214,190.7960,200,80,0.9000,0.0500,10,10,0.0000,0
a-n60-k9.vrp,ga,1,1512.0256,2343.2451,1831.4578,204.0132,200,81,0.9000,0.0500,10,10,0.0000,0
a-n60-k9.vrp,ga,1,1512.0256,2497.3215,1830.0643,206.5092,200,82,0.9000,0.0500,10,10,0.0000,0
a-n60-k9.vrp,ga,1,1512.0256,2441.6418,1840.3623,199.3369,200,83,0.9000,0.0500,10,10,0.0000,0
a-n60-k9.vrp,ga,1,1512.0256,2335.7307,1825.1307,208.3192,200,84,0.9000,0.0500,10,10,0.0000,0
a-n60-k9.vrp,ga,1,1512.0256,2274.3000,1804.0853,190.4607,200,85,0.9000,0.0500,10,10,0.0000,0
a-n60-k9.vrp,ga,1,1512.0256,2378.9294,1804.4165,207.0428,200,86,0.9000,0.0500,10,10,0.0000,0
a-n60-k9.vrp,ga,1,1512.0256,2343.2451,1820.6204,204.1095,200,87,0.9000,0.0500,10,10,0.0000,0
a-n60-k9.vrp,ga,1,1512.0256,2634.8630,1824.1312,209.4430,200,88,0.9000,0.0500,10,10,0.0000,0
a-n60-k9.vrp,ga,1,1512.0256,2388.7051,1826.1205,189.9168,200,89,0.9000,0.0500,10,10,0.0000,0
a-n60-k9.vrp,ga,1,1512.0256,2381.9062,1822.6672,207.5221,200,90,0.9000,0.0500,10,10,0.0000,0
a-n60-k9.vrp,ga,1,1512.0256,2432.3225,1824.4463,201.9935,200,91,0.9000,0.0500,10,10,0.0000,0
a-n60-k9.vrp,ga,1,1512.0256,2484.4019,1838.1108,202.0981,200,92,0.9000,0.0500,10,10,0.0000,0
a-n60-k9.vrp,ga,1,1512.0256,2456.8857,1855.4252,222.7966,200,93,0.9000,0.0500,10,10,0.0000,0
a-n60-k9.vrp,ga,1,1512.0256,2342.1584,1832.6610,197.2204,200,94,0.9000,0.0500,10,10,0.0000,0
a-n60-k9.vrp,ga,1,1512.0256,2554.6030,1850.7393,223.7576,200,95,0.9000,0.0500,10,10,0.0000,0
